* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-01-25 16:22:50 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20221206.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2022-12-06 15:58:26 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Melt Curve Result]
Well	Well Position	Sample	Target Name	Tm	Melt Peak Height
44	D8	77	Sym	87.787	30,032.680
45	D9	124	CAM	74.923	56,765.422
46	D10	124	CAM	74.923	53,401.145
47	D11	124	Sym	87.791	28,338.266
48	D12	124	Sym	87.791	30,231.672
49	E1	68	CAM	74.888	41,139.344
50	E2	68	CAM	74.888	42,751.734
51	E3	68	Sym	87.831	30,333.209
52	E4	68	Sym	87.831	33,280.625
53	E5	78	CAM	74.884	41,264.953
54	E6	78	CAM	75.037	39,352.273
55	E7	78	Sym	87.787	32,081.414
56	E8	78	Sym	87.787	28,130.777
57	E9	127	CAM	74.923	48,427.672
58	E10	127	CAM	74.923	50,438.168
59	E11	127	Sym	87.791	24,818.781
60	E12	127	Sym	87.791	25,193.105
61	F1	69	CAM	74.888	46,506.926
62	F2	69	CAM	74.888	53,254.266
63	F3	69	Sym	87.831	33,616.062
64	F4	69	Sym	87.831	32,784.953
65	F5	79	CAM	74.884	38,672.238
66	F6	79	CAM	74.884	46,119.156
67	F7	79	Sym	87.787	27,086.945
68	F8	79	Sym	87.787	25,598.789
69	F9	128	CAM	74.923	45,479.023
70	F10	128	CAM	74.923	55,028.480
71	F11	128	Sym	87.791	25,855.715
72	F12	128	Sym	87.791	24,431.908
73	G1	70	CAM	74.888	57,001.375
74	G2	70	CAM	74.888	55,445.664
75	G3	70	Sym	87.831	34,368.266
76	G4	70	Sym	87.831	35,501.531
77	G5	80	CAM	75.037	54,477.445
78	G6	80	CAM	74.884	55,228.227
83	G11	pos	Sym	87.791	26,586.658
83	G11	pos	Sym	77.196	13,086.840
84	G12	pos	Sym	87.637	37,580.523
84	G12	pos	Sym	77.350	15,129.996
85	H1	73	CAM	74.734	34,617.520
86	H2	73	CAM	74.734	39,690.422
87	H3	73	Sym	87.985	25,499.801
88	H4	73	Sym	87.985	25,498.014
89	H5	119	CAM	74.884	47,241.488
90	H6	119	CAM	74.884	50,709.449
93	H9	neg	CAM	63.538	1,290.081
94	H10	neg	CAM	63.231	1,626.167
95	H11	neg	Sym	60.000	2,965.839
96	H12	neg	Sym	60.000	2,537.131
